Name	Accession	Name	Accession	Score
GNB2	IPI00003348	SMAD3	IPI00024305	13.5723754882812
SMAD3	IPI00024305	ATR	IPI00412298	13.5723754882812
SMAD3	IPI00024305	EEA1	IPI00329536	13.5723754882812
SMAD3	IPI00024305	NFE2L2	IPI00000712	13.5723754882812
HSF1	IPI00024071	RPS6KA1	IPI00017305	13.5723754882812
NR5A1	IPI00012446	HDAC1	IPI00013774	13.5723754882812
BIN1	IPI00186966	HIST1H4A	IPI00453473	13.5494494628906
APS	IPI00155706	PTPN2	IPI00219695	13.5494494628906
NCK2	IPI00306531	PLK1	IPI00021248	13.5494494628906
NCK2	IPI00306531	CNTN4	IPI00178854	13.5494494628906
ACTN4	IPI00013808	INSR	IPI00025803	13.5494494628906
JAK2	IPI00031016	PLK1	IPI00021248	13.5494494628906
JAK2	IPI00031016	PHC2	IPI00646056	13.5494494628906
ATRN	IPI00027235	DOK1	IPI00015287	13.5494494628906
STAM2	IPI00290542	EGFR	IPI00018274	13.5494494628906
STAM2	IPI00290542	PTPRC	IPI00306325	13.5494494628906
LATS1	IPI00005858	INSR	IPI00025803	13.5494494628906
EGFR	IPI00018274	IQGAP1	IPI00009342	13.5494494628906
EGFR	IPI00018274	SH3KBP1	IPI00294962	13.5494494628906
FGG	IPI00021891	ITGB3	IPI00303283	13.5494494628906
FGG	IPI00021891	ITGA2B	IPI00295976	13.5494494628906
ERBB2	IPI00300384	PTK2B	IPI00029702	13.5494494628906
ERBB2	IPI00300384	SH3KBP1	IPI00294962	13.5494494628906
ERBB2	IPI00300384	KCNIP3	IPI00294320	13.5494494628906
INSR	IPI00025803	CDC25A	IPI00220981	13.5494494628906
INSR	IPI00025803	PTK2B	IPI00029702	13.5494494628906
INSR	IPI00025803	NEDD9	IPI00031407	13.5494494628906
INSR	IPI00025803	DUSP16	IPI00028428	13.5494494628906
FYN	IPI00219012	PTPRG	IPI00011651	13.5494494628906
FYN	IPI00219012	L1CAM	IPI00027087	13.5494494628906
KLK3	IPI00010858	EPHB2	IPI00021275	13.5494494628906
KLK3	IPI00010858	EPHB1	IPI00008315	13.5494494628906
CSF1R	IPI00011218	SH3KBP1	IPI00294962	13.5494494628906
PDGFRB	IPI00015902	ARHGEF7	IPI00449908	13.5494494628906
PDGFRB	IPI00015902	LATS2	IPI00016690	13.5494494628906
FGR	IPI00016871	ADAM33	IPI00079482	13.5494494628906
PTPRF	IPI00107831	STAT5A	IPI00030783	13.5494494628906
PABPC1	IPI00008524	G3BP2	IPI00009057	13.5494494628906
HCLS1	IPI00026156	ERBB3	IPI00298285	13.5494494628906
BRAF	IPI00303797	CREB1	IPI00027713	13.5494494628906
VAV1	IPI00011696	STAT1	IPI00030781	13.5494494628906
NCK1	IPI00028065	PTPN2	IPI00219695	13.5494494628906
CAPN2	IPI00289758	ERBB3	IPI00298285	13.5494494628906
PTPN2	IPI00219695	TEC	IPI00000878	13.5494494628906
PTPN2	IPI00219695	SYK	IPI00018597	13.5494494628906
PTPN2	IPI00219695	GRB2	IPI00021327	13.5494494628906
PTPN2	IPI00219695	BTK	IPI00029132	13.5494494628906
PTPN2	IPI00219695	JAK1	IPI00011633	13.5494494628906
FLT1	IPI00018335	EHD4	IPI00005578	13.5494494628906
PTPN1	IPI00297261	GRB2	IPI00021327	13.5494494628906
ERBB3	IPI00298285	PTK2B	IPI00029702	13.5494494628906
ERBB3	IPI00298285	SH3KBP1	IPI00294962	13.5494494628906
CBL	IPI00027269	STAT3	IPI00298887	13.5494494628906
EPHB2	IPI00021275	PKN3	IPI00413780	13.5494494628906
CDC25A	IPI00220981	MST1R	IPI00030273	13.5494494628906
KDR	IPI00021396	PTK2B	IPI00029702	13.5494494628906
STAT5A	IPI00030783	PHC2	IPI00646056	13.5494494628906
STAT5A	IPI00030783	TRPM7	IPI00290032	13.5494494628906
CRKL	IPI00004839	PTPRC	IPI00306325	13.5494494628906
PSEN1	IPI00028077	EXO1	IPI00219173	13.5494494628906
EPHB1	IPI00008315	PKN3	IPI00413780	13.5494494628906
SOS1	IPI00020131	ITSN2	IPI00414027	13.5494494628906
GRIK2	IPI00011396	EPB41L1	IPI00024062	13.5494494628906
HNRPD	IPI00028888	PCBP1	IPI00016610	13.5494494628906
SMAD1	IPI00019549	RAN	IPI00643041	13.5494494628906
SSH2	IPI00377071	CFL1	IPI00012011	13.5494494628906
RAD50	IPI00305282	BARD1	IPI00017746	13.5494494628906
CSF1R	IPI00011218	PIK3CG	IPI00292690	13.5186499023437
PTPN1	IPI00297261	JAK1	IPI00011633	13.5186499023437
SYK	IPI00018597	SOS1	IPI00020131	13.5186499023437
CRKL	IPI00004839	SOS1	IPI00020131	13.5186499023437
BTK	IPI00029132	SOS1	IPI00020131	13.5186499023437
WASL	IPI00011676	PRKCQ	IPI00029196	13.5118249511719
FRS3	IPI00009089	RPS6KA1	IPI00017305	13.5118249511719
FRS3	IPI00009089	DOCK2	IPI00022449	13.5118249511719
SORBS3	IPI00419847	STAT5A	IPI00030783	13.5118249511719
JAK2	IPI00031016	PRKCA	IPI00385449	13.5118249511719
STAM2	IPI00290542	ELMO2	IPI00260090	13.5118249511719
STAM2	IPI00290542	STAM	IPI00020178	13.5118249511719
PAK4	IPI00014068	RAF1	IPI00021786	13.5118249511719
PLG	IPI00019580	KLK6	IPI00023845	13.5118249511719
RAF1	IPI00021786	PRKCG	IPI00007128	13.5118249511719
RAF1	IPI00021786	GSK3A	IPI00292228	13.5118249511719
RAF1	IPI00021786	STMN2	IPI00218667	13.5118249511719
PRKCG	IPI00007128	FGR	IPI00016871	13.5118249511719
PRKCG	IPI00007128	STAT5B	IPI00103415	13.5118249511719
SP1	IPI00465152	SALL1	IPI00004167	13.5118249511719
MMP7	IPI00013400	SERPINC1	IPI00032179	13.5118249511719
KIT	IPI00022296	MST1R	IPI00030273	13.5118249511719
HCLS1	IPI00026156	DAB2	IPI00179438	13.5118249511719
PDGFRA	IPI00027721	CNTN2	IPI00024966	13.5118249511719
PRKCA	IPI00385449	STAT5B	IPI00103415	13.5118249511719
CBL	IPI00027269	TUBA1	IPI00007750	13.5118249511719
CBL	IPI00027269	CBLB	IPI00292856	13.5118249511719
CCND1	IPI00028098	CDKN1B	IPI00006991	13.5118249511719
PRKCI	IPI00016639	SH3BP5	IPI00006776	13.5118249511719
STAT5A	IPI00030783	DAB2	IPI00179438	13.5118249511719
WAS	IPI00001545	GSK3A	IPI00292228	13.5118249511719
CRKL	IPI00004839	CNKSR2	IPI00435208	13.5118249511719
EPHB1	IPI00008315	PTPRB	IPI00295577	13.5118249511719
PRKCE	IPI00024539	PRKCZ	IPI00013749	13.5118249511719
NOTCH2	IPI00297655	NOTCH4	IPI00098412	13.5118249511719
SGK	IPI00297590	CCNT2	IPI00030313	13.4889245605469
CDC7	IPI00448121	DGKD	IPI00303136	13.4889245605469
WASL	IPI00011676	RASA1	IPI00026262	13.4889245605469
WASL	IPI00011676	ITK	IPI00004566	13.4889245605469
WASL	IPI00011676	PTK2B	IPI00029702	13.4889245605469
WASL	IPI00011676	NEDD9	IPI00031407	13.4889245605469
WASL	IPI00011676	STAT3	IPI00298887	13.4889245605469
EEF2K	IPI00011689	PDPK1	IPI00002538	13.4889245605469
BIN1	IPI00186966	VAV1	IPI00011696	13.4889245605469
BIN1	IPI00186966	CRKL	IPI00004839	13.4889245605469
BIN1	IPI00186966	GRB2	IPI00021327	13.4889245605469
BIN1	IPI00186966	RASA3	IPI00032267	13.4889245605469
BIN1	IPI00186966	LYN	IPI00298625	13.4889245605469
STK25	IPI00012093	CDC25A	IPI00220981	13.4889245605469
STK25	IPI00012093	CDC25C	IPI00216683	13.4889245605469
APS	IPI00155706	RASA1	IPI00026262	13.4889245605469
PDPK1	IPI00002538	BRAF	IPI00303797	13.4889245605469
PDPK1	IPI00002538	FER	IPI00029263	13.4889245605469
PDPK1	IPI00002538	STMN1	IPI00479997	13.4889245605469
PDPK1	IPI00002538	ADRBK1	IPI00012497	13.4889245605469
PDPK1	IPI00002538	CSK	IPI00013212	13.4889245605469
PDPK1	IPI00002538	FRK	IPI00000885	13.4889245605469
PDPK1	IPI00002538	GSK3A	IPI00292228	13.4889245605469
PDPK1	IPI00002538	RRAD	IPI00375333	13.4889245605469
PDPK1	IPI00002538	RAP1A	IPI00019345	13.4889245605469
PDPK1	IPI00002538	STMN2	IPI00218667	13.4889245605469
PDPK1	IPI00002538	DOK1	IPI00015287	13.4889245605469
MAP3K7	IPI00295738	STAT1	IPI00030781	13.4889245605469
MAP3K7	IPI00295738	STAT5A	IPI00030783	13.4889245605469
MAP3K7	IPI00295738	STAT5B	IPI00103415	13.4889245605469
WASPIP	IPI00552369	STAT3	IPI00298887	13.4889245605469
FRS3	IPI00009089	FYN	IPI00219012	13.4889245605469
SORBS3	IPI00419847	GRB2	IPI00021327	13.4889245605469
CCNT2	IPI00030313	SGK3	IPI00655852	13.4889245605469
CCNT2	IPI00030313	SGK2	IPI00009887	13.4889245605469
ROCK2	IPI00307155	STAT1	IPI00030781	13.4889245605469
RPS6KA5	IPI00335101	STAT3	IPI00298887	13.4889245605469
LATS1	IPI00005858	TYK2	IPI00022353	13.4889245605469
LATS1	IPI00005858	WAS	IPI00001545	13.4889245605469
LATS1	IPI00005858	SYK	IPI00018597	13.4889245605469
PLG	IPI00019580	SPOCK1	IPI00005292	13.4889245605469
PLAT	IPI00019590	KLK1	IPI00304808	13.4889245605469
RAF1	IPI00021786	PARD6A	IPI00027217	13.4889245605469
PRKCG	IPI00007128	GRB2	IPI00021327	13.4889245605469
INSR	IPI00025803	RET	IPI00013983	13.4889245605469
FYN	IPI00219012	AKT1	IPI00012866	13.4889245605469
FYN	IPI00219012	MAPK12	IPI00296283	13.4889245605469
FYN	IPI00219012	MAP2K1	IPI00219604	13.4889245605469
FYN	IPI00219012	STK4	IPI00011488	13.4889245605469
FYN	IPI00219012	PKN2	IPI00002804	13.4889245605469
FYN	IPI00219012	PKN3	IPI00413780	13.4889245605469
FYN	IPI00219012	CNN2	IPI00015262	13.4889245605469
FYN	IPI00219012	STK24	IPI00002212	13.4889245605469
FYN	IPI00219012	PRKCQ	IPI00029196	13.4889245605469
FYN	IPI00219012	ITSN2	IPI00414027	13.4889245605469
KLK3	IPI00010858	KLK1	IPI00304808	13.4889245605469
TUBB	IPI00011654	STAT1	IPI00030781	13.4889245605469
RET	IPI00013983	IGF1R	IPI00027232	13.4889245605469
RET	IPI00013983	FLT1	IPI00018335	13.4889245605469
RET	IPI00013983	EPHB2	IPI00021275	13.4889245605469
HCK	IPI00029769	ELMO1	IPI00219532	13.4889245605469
HCK	IPI00029769	CNN2	IPI00015262	13.4889245605469
PRKAR1A	IPI00021831	KCNH2	IPI00029662	13.4889245605469
HAPLN1	IPI00023601	BCAN	IPI00456623	13.4889245605469
CDK4	IPI00007811	PARD6A	IPI00027217	13.4889245605469
LCP1	IPI00010471	STAT3	IPI00298887	13.4889245605469
HCLS1	IPI00026156	RASA1	IPI00026262	13.4889245605469
HCLS1	IPI00026156	ITK	IPI00004566	13.4889245605469
HCLS1	IPI00026156	PTK2B	IPI00029702	13.4889245605469
HCLS1	IPI00026156	ITSN2	IPI00414027	13.4889245605469
VAV1	IPI00011696	RASA1	IPI00026262	13.4889245605469
VAV1	IPI00011696	CDC2L5	IPI00456970	13.4889245605469
VAV1	IPI00011696	NEDD9	IPI00031407	13.4889245605469
VAV1	IPI00011696	ELMO1	IPI00219532	13.4889245605469
VAV1	IPI00011696	STAT3	IPI00298887	13.4889245605469
NCK1	IPI00028065	MKNK1	IPI00304048	13.4889245605469
PRKCA	IPI00385449	GRB2	IPI00021327	13.4889245605469
PRKCA	IPI00385449	KIAA1804	IPI00142487	13.4889245605469
PRKCA	IPI00385449	ELMO1	IPI00219532	13.4889245605469
RASA1	IPI00026262	NEDD9	IPI00031407	13.4889245605469
RASA1	IPI00026262	RASA3	IPI00032267	13.4889245605469
RASA1	IPI00026262	PRKD1	IPI00014878	13.4889245605469
RASA1	IPI00026262	DOK1	IPI00015287	13.4889245605469
CBL	IPI00027269	H2-ALPHA	IPI00179709	13.4889245605469
CCNE1	IPI00031077	MAPK3	IPI00018195	13.4889245605469
CCNE1	IPI00031077	CDC25A	IPI00220981	13.4889245605469
CCNE1	IPI00031077	CDC6	IPI00014575	13.4889245605469
CCNE1	IPI00031077	CCNB1	IPI00294696	13.4889245605469
MAPK3	IPI00018195	C10orf9	IPI00465457	13.4889245605469
MAPK3	IPI00018195	PARD6A	IPI00027217	13.4889245605469
MAPK1	IPI00003479	GRB2	IPI00021327	13.4889245605469
MAPK1	IPI00003479	PARD6A	IPI00027217	13.4889245605469
MAPK1	IPI00003479	STAT3	IPI00298887	13.4889245605469
RBL1	IPI00005139	CDC25A	IPI00220981	13.4889245605469
TYK2	IPI00022353	NEDD9	IPI00031407	13.4889245605469
TYK2	IPI00022353	AKT3	IPI00031747	13.4889245605469
WEE1	IPI00025830	CDC25A	IPI00220981	13.4889245605469
CDC25A	IPI00220981	CDK7	IPI00000685	13.4889245605469
CDC25A	IPI00220981	CCNH	IPI00021305	13.4889245605469
CDC25A	IPI00220981	RBL2	IPI00304028	13.4889245605469
CDC25A	IPI00220981	PRPF4B	IPI00013721	13.4889245605469
CDC25A	IPI00220981	PBK	IPI00306708	13.4889245605469
CDC25A	IPI00220981	PKMYT1	IPI00384765	13.4889245605469
AKT1	IPI00012866	PARD6A	IPI00027217	13.4889245605469
AKT1	IPI00012866	STAT3	IPI00298887	13.4889245605469
CSK	IPI00013212	NEDD9	IPI00031407	13.4889245605469
CSK	IPI00013212	ELMO1	IPI00219532	13.4889245605469
PRKCI	IPI00016639	CDC2L5	IPI00456970	13.4889245605469
STAT1	IPI00030781	IRAK1	IPI00293652	13.4889245605469
STAT1	IPI00030781	CBLB	IPI00292856	13.4889245605469
STAT1	IPI00030781	PAK7	IPI00001814	13.4889245605469
STAT1	IPI00030781	CDC2	IPI00026689	13.4889245605469
STAT1	IPI00030781	CSNK2A1	IPI00016613	13.4889245605469
STAT6	IPI00030782	GRB2	IPI00021327	13.4889245605469
PIK3CB	IPI00031388	STAT3	IPI00298887	13.4889245605469
TXK	IPI00000879	MKNK2	IPI00396114	13.4889245605469
TXK	IPI00000879	ITSN2	IPI00414027	13.4889245605469
WAS	IPI00001545	PTK2B	IPI00029702	13.4889245605469
WAS	IPI00001545	CDC2	IPI00026689	13.4889245605469
WAS	IPI00001545	PHKG1	IPI00220396	13.4889245605469
ZAP70	IPI00329789	ARHGEF7	IPI00449908	13.4889245605469
ZAP70	IPI00329789	ELMO1	IPI00219532	13.4889245605469
ZAP70	IPI00329789	MKNK2	IPI00396114	13.4889245605469
ZAP70	IPI00329789	CDC25C	IPI00216683	13.4889245605469
ZAP70	IPI00329789	PRKACA	IPI00396630	13.4889245605469
ZAP70	IPI00329789	ITSN2	IPI00414027	13.4889245605469
MAP2K4	IPI00024674	DUSP16	IPI00028428	13.4889245605469
CRKL	IPI00004839	PKN3	IPI00413780	13.4889245605469
CRKL	IPI00004839	ELMO1	IPI00219532	13.4889245605469
CRKL	IPI00004839	ITSN2	IPI00414027	13.4889245605469
PLK1	IPI00021248	CCNB1	IPI00294696	13.4889245605469
PLK1	IPI00021248	CDC25C	IPI00216683	13.4889245605469
BLM	IPI00004859	RAD51	IPI00032201	13.4889245605469
SNRPD3	IPI00017964	GEMIN5	IPI00291783	13.4889245605469
SNRPD3	IPI00017964	DDX20	IPI00005904	13.4889245605469
GRB2	IPI00021327	PTPN12	IPI00289082	13.4889245605469
GRB2	IPI00021327	ATM	IPI00298306	13.4889245605469
GRB2	IPI00021327	ARHGEF7	IPI00449908	13.4889245605469
GRB2	IPI00021327	PRKD1	IPI00014878	13.4889245605469
GRB2	IPI00021327	PKN3	IPI00413780	13.4889245605469
GRB2	IPI00021327	DNMBP	IPI00174025	13.4889245605469
GRB2	IPI00021327	TBK1	IPI00293613	13.4889245605469
GRB2	IPI00021327	CD2AP	IPI00412771	13.4889245605469
GRB2	IPI00021327	IQSEC1	IPI00457114	13.4889245605469
GRB2	IPI00021327	RDX	IPI00017367	13.4889245605469
SFRS10	IPI00301503	EWSR1	IPI00009841	13.4889245605469
YWHAZ	IPI00021263	PARD6A	IPI00027217	13.4889245605469
SFRS2	IPI00005978	SMN2	IPI00003394	13.4889245605469
BTK	IPI00029132	NEDD9	IPI00031407	13.4889245605469
RAD51	IPI00032201	WRN	IPI00029107	13.4889245605469
SFRS9	IPI00012340	CSTF2T	IPI00550906	13.4889245605469
SFRS9	IPI00012340	PABPN1	IPI00005792	13.4889245605469
PABPC4	IPI00012726	CARHSP1	IPI00304409	13.4889245605469
PRPF4B	IPI00013721	CDC25C	IPI00216683	13.4889245605469
CAMK2D	IPI00430291	STAT3	IPI00298887	13.4889245605469
PTK2B	IPI00029702	DOK1	IPI00015287	13.4889245605469
PTK2B	IPI00029702	CD2AP	IPI00412771	13.4889245605469
RPS6KA1	IPI00017305	PARD6A	IPI00027217	13.4889245605469
NEK8	IPI00328397	SGK3	IPI00655852	13.4889245605469
PBK	IPI00306708	CDC25C	IPI00216683	13.4889245605469
LRRC7	IPI00426267	PARD6A	IPI00027217	13.4889245605469
PKMYT1	IPI00384765	CDC25C	IPI00216683	13.4889245605469
LATS2	IPI00016690	STAT3	IPI00298887	13.4889245605469
AP1GBP1	IPI00297931	LYN	IPI00298625	13.4889245605469
CDC2	IPI00026689	CCNB1	IPI00294696	13.4889245605469
CDC2	IPI00026689	CDC25C	IPI00216683	13.4889245605469
STAT3	IPI00298887	DYRK3	IPI00465460	13.4889245605469
LYN	IPI00298625	SNX3	IPI00029740	13.4889245605469
SMARCA4	IPI00293426	HIRA	IPI00217560	13.4776501464844
STXBP3	IPI00297626	VAMP3	IPI00549343	13.4682995605469
PRKAB2	IPI00013905	PRKAB1	IPI00220409	13.4616247558594
FABP4	IPI00215746	SOS1	IPI00020131	13.4579504394531
CCND1	IPI00028098	PRKCI	IPI00016639	13.4579504394531
WAS	IPI00001545	FLT3	IPI00005722	13.4579504394531
KPNA2	IPI00002214	RELA	IPI00386448	13.4579504394531
HAT1	IPI00024719	RBBP7	IPI00395865	13.4454248046875
CSNK2B	IPI00010865	LSM4	IPI00294955	13.4454248046875
DENR	IPI00306280	MCTS1	IPI00179026	13.4454248046875
GNAI1	IPI00337415	PLCB1	IPI00219563	13.4309497070312
SMAD2	IPI00019548	UBE2E3	IPI00056504	13.4309497070312
LSM1	IPI00004436	PRP19	IPI00004968	13.4261254882813
PABPC1	IPI00008524	NXF1	IPI00033153	13.4261254882813
USP14	IPI00219913	PSMD4	IPI00022694	13.4261254882813
SNRPF	IPI00220528	PRP19	IPI00004968	13.4261254882813
PRP19	IPI00004968	LSM2	IPI00032460	13.4261254882813
UBE2N	IPI00003949	BARD1	IPI00017746	13.4045751953125
CDC7	IPI00448121	SPTA1	IPI00220741	13.3601245117187
XPO1	IPI00298961	PLEKHA5	IPI00029515	13.3601245117187
RPS6KA5	IPI00335101	TSPYL2	IPI00005465	13.3601245117187
IPO7	IPI00007402	COPA	IPI00295857	13.3601245117187
RB1	IPI00302829	DUSP1	IPI00003928	13.3601245117187
CDK4	IPI00007811	CDKN1A	IPI00009384	13.3601245117187
ETS2	IPI00009756	SMAD2	IPI00019548	13.3601245117187
HIVEP1	IPI00013444	CCNB1	IPI00294696	13.3601245117187
MGMT	IPI00028618	STAT6	IPI00030782	13.3601245117187
HMGA2	IPI00005996	HDAC2	IPI00289601	13.3601245117187
E2F1	IPI00005630	SMAD2	IPI00019548	13.3601245117187
VCPIP1	IPI00064162	BARD1	IPI00017746	13.3601245117187
RAF1	IPI00021786	JUND	IPI00289547	13.335400390625
F2	IPI00019568	GP5	IPI00027410	13.3208752441406
BTAF1	IPI00024802	ARPC1B	IPI00005160	13.2932995605469
MCM4	IPI00018349	PABPC4	IPI00012726	13.2932995605469
MAP2K2	IPI00003783	RAN	IPI00643041	13.2932995605469
PSMD4	IPI00022694	IQGAP2	IPI00299048	13.2932995605469
RHOG	IPI00017342	SMAD2	IPI00019548	13.2772497558594
SPTBN2	IPI00012645	ACTR1B	IPI00029469	13.2729504394531
PAK4	IPI00014068	RAC3	IPI00023138	13.2729504394531
ARHGDIA	IPI00003815	RAC3	IPI00023138	13.2729504394531
EFNA3	IPI00005123	EPHA7	IPI00016645	13.2703247070312
EFNB2	IPI00005126	EPHB6	IPI00005222	13.2703247070312
EPHA7	IPI00016645	EFNB3	IPI00019501	13.2703247070312
PIK3R2	IPI00011736	PTPN1	IPI00297261	13.2469250488281
PIK3R2	IPI00011736	STAT5B	IPI00103415	13.2469250488281
RPS6KA5	IPI00335101	PDGFRB	IPI00015902	13.2469250488281
TGFB1	IPI00000075	PDGFRA	IPI00027721	13.2469250488281
RAF1	IPI00021786	GRIN1	IPI00013915	13.2469250488281
INSR	IPI00025803	EHD1	IPI00017184	13.2469250488281
PDGFRB	IPI00015902	PIK3CG	IPI00292690	13.2469250488281
PDGFRB	IPI00015902	CNKSR2	IPI00435208	13.2469250488281
PDGFRB	IPI00015902	ELMO2	IPI00260090	13.2469250488281
PDGFRB	IPI00015902	DOK1	IPI00015287	13.2469250488281
PDGFRA	IPI00027721	DOK1	IPI00015287	13.2469250488281
FLT1	IPI00018335	EPS15	IPI00292134	13.2469250488281
FLT1	IPI00018335	CD2AP	IPI00412771	13.2469250488281
FLT1	IPI00018335	SH3BP5	IPI00006776	13.2469250488281
STAT5A	IPI00030783	CNTN2	IPI00024966	13.2469250488281
BTAF1	IPI00024802	RAN	IPI00643041	13.2371752929688
TP53	IPI00025087	STAT6	IPI00030782	13.2371752929688
JUN	IPI00008965	STAT6	IPI00030782	13.2371752929688
MCM3	IPI00013214	PCBP2	IPI00216689	13.2371752929688
CTNNB1	IPI00017292	SSRP1	IPI00005154	13.2371752929688
STAT6	IPI00030782	RELA	IPI00386448	13.2371752929688
EIF4G2	IPI00015952	CCT2	IPI00297779	13.2371752929688
ARHGEF6	IPI00014256	SMAD2	IPI00019548	13.2371752929688
ARHGEF6	IPI00014256	CREBBP	IPI00023339	13.2371752929688
SH2D1A	IPI00032401	TEK	IPI00412829	13.2056750488281
SYK	IPI00018597	TYRO3	IPI00030887	13.2056750488281
TYRO3	IPI00030887	LCK	IPI00394952	13.2056750488281
WASL	IPI00011676	MAPK3	IPI00018195	13.1989501953125
PIK3R2	IPI00011736	PRKCE	IPI00024539	13.1989501953125
STAM2	IPI00290542	EPS15	IPI00292134	13.1989501953125
PAK4	IPI00014068	SOS1	IPI00020131	13.1989501953125
ERBB2	IPI00300384	KIT	IPI00022296	13.1989501953125
FGR	IPI00016871	CDK2	IPI00031681	13.1989501953125
VDR	IPI00005716	GCN5L2	IPI00306871	13.1989501953125
VIL2	IPI00479359	GSK3A	IPI00292228	13.1989501953125
VAV1	IPI00011696	MAPK3	IPI00018195	13.1989501953125
ATF1	IPI00002501	MAPK3	IPI00018195	13.1989501953125
ATF1	IPI00002501	GCN5L2	IPI00306871	13.1989501953125
OSBP	IPI00024971	RIN1	IPI00014454	13.1989501953125
CBL	IPI00027269	GSK3A	IPI00292228	13.1989501953125
CBL	IPI00027269	PRKCE	IPI00024539	13.1989501953125
CCND1	IPI00028098	BRCA1	IPI00218982	13.1989501953125
MAPK3	IPI00018195	SYK	IPI00018597	13.1989501953125
MAPK3	IPI00018195	BTK	IPI00029132	13.1989501953125
MAPK1	IPI00003479	STMN2	IPI00218667	13.1989501953125
PRKCI	IPI00016639	PRKCZ	IPI00013749	13.1989501953125
GSK3A	IPI00292228	TIAM1	IPI00011400	13.1989501953125
LIMK1	IPI00291702	SNF1LK2	IPI00465291	13.1989501953125
DAB2	IPI00179438	CBLB	IPI00292856	13.1989501953125
GNA12	IPI00328744	GRM1	IPI00012363	13.1989501953125
FOXO1A	IPI00289866	GCN5L2	IPI00306871	13.1989501953125
SMAD2	IPI00019548	MLLT7	IPI00654651	13.1989501953125
STAM2	IPI00290542	SPTAN1	IPI00413728	13.1756994628906
ABL1	IPI00216969	PRKCE	IPI00024539	13.1756994628906
PRKCE	IPI00024539	LCP2	IPI00297169	13.1756994628906
CDC7	IPI00448121	BAZ1B	IPI00069817	13.12125
SMARCA5	IPI00297211	HMGN1	IPI00554761	13.12125
AOF2	IPI00456631	CSNK2A1	IPI00016613	13.12125
F12	IPI00019581	TTR	IPI00022432	13.12125
SERPINA1	IPI00553177	HAMP	IPI00025992	13.12125
APOA1	IPI00021841	APOE	IPI00021842	13.12125
APOA1	IPI00021841	TTR	IPI00022432	13.12125
APOE	IPI00021842	APOA2	IPI00021854	13.12125
APOE	IPI00021842	AMBP	IPI00022426	13.12125
APOE	IPI00021842	ORM1	IPI00022429	13.12125
APOA2	IPI00021854	TTR	IPI00022432	13.12125
TTR	IPI00022432	HGFAC	IPI00029193	13.12125
TF	IPI00022463	SERPINA6	IPI00027482	13.12125
TF	IPI00022463	HAMP	IPI00025992	13.12125
IL6	IPI00007793	LIF	IPI00009720	13.12125
CSF1R	IPI00011218	FCGR2A	IPI00646445	13.12125
ALOX5	IPI00218916	WAS	IPI00001545	13.12125
XRCC6	IPI00644712	H3F3A	IPI00219038	13.12125
CCL4	IPI00007751	CCL5	IPI00009309	13.12125
CCL2	IPI00009308	CCL8	IPI00007524	13.12125
SP100	IPI00011675	HDAC1	IPI00013774	13.12125
TYK2	IPI00022353	RHOA	IPI00027500	13.12125
SYK	IPI00018597	RHOA	IPI00027500	13.12125
CCL11	IPI00019945	CCL8	IPI00007524	13.12125
ARHGDIB	IPI00003817	DEF6	IPI00004924	13.12125
CBLB	IPI00292856	DEF6	IPI00004924	13.12125
TCOF1	IPI00298696	HDAC1	IPI00013774	13.12125
DAPP1	IPI00004301	LYN	IPI00298625	13.12125
LCK	IPI00394952	DEF6	IPI00004924	13.12125
ARPC5	IPI00550234	CAP1	IPI00008274	13.0918005371094
PYGM	IPI00218130	TNNI2	IPI00216236	13.0918005371094
KLF6	IPI00293523	ZNF226	IPI00302693	13.0742248535156
AKAP8	IPI00014474	CTBP1	IPI00012835	13.07375
SSRP1	IPI00005154	VDP	IPI00031583	13.0668005371094
CBLB	IPI00292856	SF3A1	IPI00017451	13.0668005371094
LSM3	IPI00219229	EXOSC8	IPI00552920	13.018974609375
SNRPD3	IPI00017964	EXOSC8	IPI00552920	13.018974609375
LSM5	IPI00220493	EXOSC8	IPI00552920	13.018974609375
CFLAR	IPI00007287	PSEN1	IPI00028077	13.0187255859375
LAT	IPI00012888	ZAP70	IPI00329789	13.0187255859375
LAT	IPI00012888	SH2D2A	IPI00099806	13.0187255859375
LAT	IPI00012888	LCK	IPI00394952	13.0187255859375
NBN	IPI00299463	RAD50	IPI00305282	13.0187255859375
EGFR	IPI00018274	MT2A	IPI00022498	13.0187255859375
EGFR	IPI00018274	NF2	IPI00414431	13.0187255859375
EGFR	IPI00018274	VASP	IPI00301058	13.0187255859375
EGFR	IPI00018274	IGFBP7	IPI00016915	13.0187255859375
CGA	IPI00000833	ACVR1B	IPI00005732	13.0187255859375
RAF1	IPI00021786	PTPRE	IPI00011644	13.0187255859375
RAF1	IPI00021786	PTPRC	IPI00306325	13.0187255859375
RAF1	IPI00021786	RAB4A	IPI00549945	13.0187255859375
HLA-A	IPI00647634	DUSP16	IPI00028428	13.0187255859375
JUN	IPI00008965	MAPK8	IPI00024672	13.0187255859375
FYN	IPI00219012	TIAM1	IPI00011400	13.0187255859375
FYN	IPI00219012	TRPV1	IPI00410606	13.0187255859375
GHR	IPI00023599	STAT3	IPI00298887	13.0187255859375
DRD2	IPI00026590	RGS19	IPI00028108	13.0187255859375
IL2RB	IPI00027510	STAT3	IPI00298887	13.0187255859375
BRAF	IPI00303797	LEPR	IPI00009243	13.0187255859375
