From	To
Q03557	sce:YMR293C
P48566	sce:YNL293W
P38137	sce:YBR222C
Q3E7Y4	sce:YBL112C
P38329	sce:YBR235W
Q08886	sce:YOR371C
P38748	sce:YHL010C
P81449	sce:YDR322C-A
P53148	sce:YGL093W
Q12165	sce:YDL004W
P47032	sce:YJL079C
P38772	sce:YHR040W
Q06820	sce:YPR083W
Q12520	sce:YPL244C
P23250	sce:YIL119C
P14180	sce:YBR038W
Q12333	sce:YOL152W
Q12362	sce:YOL066C
Q04869	sce:YMR315W
P36038	sce:YKL208W
P53234	sce:YGR053C
P38206	sce:YBL020W
Q12346	sce:YPR071W
Q12160	sce:YPR063C
P38177	sce:YBL086C
P43534	sce:YFL058W
P38211	sce:YBR004C
Q08967	sce:YPL221W
Q06214	sce:YPR169W
P53220	sce:YGR033C
P38821	sce:YHR113W
P38185	sce:YBL071C
P53312	sce:YGR244C
Q12453	sce:YOR112W
P41939	sce:YLR174W
P37303	sce:YEL046C
P38934	sce:YOR198C
P47064	sce:YJL024C
P21592	sce:YPL172C
P36090	sce:YKL047W
P41921	sce:YPL091W
P22516	sce:YPL008W
Q08909	sce:YOR385W
P38894	sce:YHR211W
Q08818	sce:YOR354C
Q08774	sce:YOR305W
P38632	sce:YEL019C
P36151	sce:YKR070W
P50088	sce:YGR236C
Q08750	sce:YOR298W
Q12404	sce:YOR288C
P40011	sce:YER010C
P22936	sce:YKL114C
P23493	sce:YKL093W
P07807	sce:YOR236W
P40549	sce:YIL014W
Q12056	sce:YOR226C
Q12283	sce:YOR221C
P32612	sce:YEL049W
Q12486	sce:YOR131C
Q12166	sce:YOR108W
P43548	sce:YFL055W
P32862	sce:YKL038W
P53958	sce:YNL042W
P36044	sce:YKL201C
Q12512	sce:YOL154W
P38759	sce:YHR012W
Q08287	sce:YOL144W
P33734	sce:YBR248C
P38722	sce:YHL049C
Q12326	sce:YOL056W
P21182	sce:YOL052C
Q06688	sce:YLR412W
P47084	sce:YJR003C
P48567	sce:YNL292W
P53725	sce:YNR024W
P42835	sce:YNL327W
P32452	sce:YNL316C
Q05789	sce:YLR211C
P32375	sce:YIR027C
P43602	sce:YFR022W
Q08474	sce:YOR068C
P53730	sce:YNR030W
P46997	sce:YJL162C
Q12196	sce:YOR119C
P28777	sce:YGL148W
P48526	sce:YPL040C
P38790	sce:YHR067W
Q12366	sce:YOL104C
P53882	sce:YNL176C
Q03687	sce:YMR010W
Q99258	sce:YDR487C
Q07655	sce:YDL224C
P38075	sce:YBR035C
P53901	sce:YNL152W
Q03703	sce:YML037C
P47138	sce:YJR097W
P40543	sce:YIL024C
P53009	sce:YGL083W
P38912	sce:YMR260C
P18899	sce:YMR173W
Q04924	sce:YDR221W
Q04304	sce:YMR090W
Q08742	sce:YOR286W
Q03798	sce:YMR157C
P47126	sce:YJR079W
P54838	sce:YML070W
P10834	sce:YGR222W
P33441	sce:YML062C
P21954	sce:YDL066W
P38155	sce:YBR301W
Q04212	sce:YMR041C
P40202	sce:YMR038C
Q04364	sce:YMR018W
Q01519	sce:YLR038C
Q07993	sce:YLR070C
P06115	sce:YGR088W
Q06596	sce:YPR199C
P32364	sce:YKL079W
P53919	sce:YNL124W
Q03880	sce:YMR123W
Q03673	sce:YMR003W
Q12458	sce:YDR368W
Q04458	sce:YMR110C
Q07895	sce:YLR001C
P35842	sce:YAR071W
Q05902	sce:YLR299W
P47140	sce:YJR100C
P04803	sce:YDR268W
Q01448	sce:YBR215W
P05739	sce:YLR448W
Q07923	sce:YLR011W
Q02203	sce:YKR005C
P38070	sce:YBR028C
P36154	sce:YKR074W
O13577	sce:YLR437C
P47095	sce:YJR024C
P41057	sce:YLR388W
Q02873	sce:YPL107W
P54113	sce:YLR028C
P38170	sce:YBL097W
P38803	sce:YHR085W
P49954	sce:YLR351C
P43558	sce:YFL044C
P40504	sce:YIL085C
P54000	sce:YMR039C
P54007	sce:YLR460C
P35200	sce:YLR168C
P40545	sce:YIL020C
P53178	sce:YGL047W
Q04093	sce:YDR444W
Q12155	sce:YLR050C
P15700	sce:YKL024C
P38345	sce:YBR269C
P40553	sce:YIL010W
P38865	sce:YHR175W
P45820	sce:YGL168W
P13181	sce:YLR081W
Q05637	sce:YDR281C
Q05892	sce:YLR290C
P40580	sce:YIR036C
P38841	sce:YHR138C
P18496	sce:YLR393W
P38833	sce:YHR127W
Q01802	sce:YKL106W
Q08058	sce:YOL008W
P42834	sce:YNL328C
P40309	sce:YJL094C
P38127	sce:YBR192W
P36137	sce:YKR044W
P38354	sce:YBR285W
Q12367	sce:YLR137W
P25368	sce:YCL031C
P40104	sce:YER189W
P40568	sce:YIR010W
Q05809	sce:YLR218C
Q06263	sce:YLR181C
Q06251	sce:YLR177W
Q06247	sce:YLR173W
Q12291	sce:YLR063W
P47031	sce:YJL082W
Q08913	sce:YOR390W
Q12500	sce:YLR114C
P05738	sce:YGL147C
P42836	sce:YNL326C
Q07927	sce:YLR012C
P38179	sce:YBL082C
P07236	sce:YKL194C
P34232	sce:YKL186C
P24309	sce:YKL149C
P13298	sce:YML106W
P53058	sce:YGL258W
P39983	sce:YEL057C
P25577	sce:YCL049C
P38215	sce:YBR013C
P05316	sce:YBR021W
P38073	sce:YBR033W
P27654	sce:YBR067C
P38253	sce:YBR090C
P15807	sce:YBR213W
P38332	sce:YBR246W
Q12311	sce:YPR031W
P25585	sce:YCL058C
Q08645	sce:YOR241W
P25348	sce:YCR003W
P47161	sce:YJR126C
P25638	sce:YCR060W
P36081	sce:YKL077W
P52290	sce:YDL024C
P43122	sce:YDL104C
P25573	sce:YCL044C
Q06146	sce:YLR257W
P25364	sce:YCR065W
Q06567	sce:YLR253W
Q12530	sce:YLR145W
P36136	sce:YKR043C
P07215	sce:YHR053C
P07215	sce:YHR055C
Q05777	sce:YLR194C
Q03823	sce:YMR160W
P25587	sce:YCL005W
P47164	sce:YJR130C
P35127	sce:YJR099W
Q06107	sce:YPR114W
Q08561	sce:YOR189W
P32352	sce:YMR202W
Q05867	sce:YLR283W
P32339	sce:YLR205C
P36163	sce:YKR087C
P14063	sce:YKL138C
P26783	sce:YJR123W
P53227	sce:YGR042W
P27697	sce:YGL119W
Q04341	sce:YDR031W
P38246	sce:YBR076W
P32831	sce:YBR212W
Q07660	sce:YDL231C
Q07729	sce:YDL238C
Q06541	sce:YLR242C
Q03787	sce:YDR249C
Q12116	sce:YDR105C
P47127	sce:YJR080C
Q03455	sce:YDR205W
P37304	sce:YDR251W
Q12282	sce:YOR214C
Q03262	sce:YMR278W
P0C0T4	sce:YLR333C
P54730	sce:YMR067C
P39543	sce:YJL192C
P38954	sce:YDR072C
P39997	sce:YEL016C
P38990	sce:YER129W
P23501	sce:YKR053C
Q99297	sce:YOR222W
P41058	sce:YDL061C
Q06683	sce:YDR332W
Q05515	sce:YDR346C
Q12385	sce:YLR099C
Q06349	sce:YDR370C
Q06408	sce:YDR380W
Q02872	sce:YPL108W
P47147	sce:YJR110W
P53745	sce:YNR059W
Q04408	sce:YDR514C
P39994	sce:YEL020C
P32614	sce:YEL047C
P36521	sce:YDL202W
P40008	sce:YER004W
P43610	sce:YFR038W
Q04533	sce:YML082W
Q04471	sce:YMR114C
P35202	sce:YOR143C
P53869	sce:YNL211C
P22023	sce:YOR336W
P39525	sce:YER061C
Q01217	sce:YER069W
P38226	sce:YBR042C
Q04406	sce:YDR512C
P87287	sce:YDR366C
Q08974	sce:YPL257W
P39714	sce:YAL060W
Q08702	sce:YOR258W
Q08910	sce:YOR387C
P39956	sce:YER169W
P32343	sce:YKL124W
P21375	sce:YJR051W
P36046	sce:YKL195W
Q04081	sce:YDR435C
P36014	sce:YKL026C
P43539	sce:YFL065C
P35176	sce:YDR304C
P53055	sce:YAL068C
P53055	sce:YGL261C
Q04430	sce:YDR531W
P40522	sce:YIL056W
Q04018	sce:YMR244W
P40023	sce:YER035W
P38824	sce:YHR116W
P40529	sce:YIL044C
P38081	sce:YBR056W
P40896	sce:YJL213W
Q07830	sce:YLL031C
P53320	sce:YGR257C
P40188	sce:YIL057C
Q12498	sce:YPL156C
Q06892	sce:YPL188W
P53217	sce:YGR026W
Q12108	sce:YOR118W
P53122	sce:YGL138C
P53285	sce:YGR141W
P53296	sce:YGR177C
P42934	sce:YGR199W
P53336	sce:YGR283C
P38754	sce:YHL001W
P38734	sce:YHL036W
Q12480	sce:YPR004C
P38770	sce:YHR036W
Q06236	sce:YLR164W
Q08994	sce:YPR203W
P38775	sce:YHR045W
P25625	sce:YCR044C
P53293	sce:YGR168C
P38818	sce:YHR109W
P53937	sce:YNL081C
P38284	sce:YBR157C
P48569	sce:YDL183C
P32789	sce:YBL009W
P32626	sce:YEL038W
P39961	sce:YER184C
P32351	sce:YIL154C
P38318	sce:YBR220C
P18962	sce:YHR028C
P39005	sce:YJL174W
P53870	sce:YNL193W
Q05533	sce:YDR287W
P40090	sce:YER147C
P40498	sce:YIL091C
P40544	sce:YIL023C
P38795	sce:YHR074W
P40487	sce:YIL103W
P40464	sce:YIL134W
P40451	sce:YIL158W
P38242	sce:YBR070C
Q06390	sce:YDR374C
P40569	sce:YIR013C
P47013	sce:YJL134W
P39516	sce:YJL191W
P35995	sce:YKL222C
P40897	sce:YJL212C
Q08932	sce:YPL193W
P07253	sce:YBR120C
Q12378	sce:YDR066C
P32450	sce:YFL010W-A
P13045	sce:YDR009W
P53305	sce:YGR215W
P41821	sce:YNL291C
P52870	sce:YER087C-B
Q08548	sce:YOR175C
P40491	sce:YIL098C
Q04935	sce:YDR231C
P53221	sce:YGR034W
Q07555	sce:YDL129W
P40524	sce:YIL054W
P38335	sce:YBR255W
P47015	sce:YJL131C
P47102	sce:YJR031C
P53032	sce:YGL162W
P24867	sce:YNL289W
P39000	sce:YER096W
P38794	sce:YHR071W
P54199	sce:YDL028C
Q03465	sce:YDL020C
Q9URQ3	sce:YLR316C
P39720	sce:YAL051W
Q05958	sce:YLR228C
P25369	sce:YCL034W
P37254	sce:YNR033W
Q06106	sce:YPR112C
Q02796	sce:YPL055C
Q04225	sce:YMR131C
Q07471	sce:YDL080C
P36132	sce:YKR038C
Q03705	sce:YML036W
P54072	sce:YLR152C
Q12153	sce:YDR312W
P38201	sce:YBL029W
P38970	sce:YJL165C
P53191	sce:YGL023C
P39538	sce:YJL197W
P53334	sce:YGR279C
Q12092	sce:YPL166W
P25341	sce:YCR091W
P53962	sce:YNL035C
P38248	sce:YBR078W
P42222	sce:YMR323W
Q02647	sce:YDR424C
P53133	sce:YGL117W
P48525	sce:YOL033W
Q03780	sce:YDR239C
P40347	sce:YPR073C
P53319	sce:YGR256W
P53289	sce:YGR161C
Q07551	sce:YDL124W
Q12511	sce:YOR090C
P32419	sce:YDL078C
Q01080	sce:YNL248C
P16639	sce:YGL017W
P38732	sce:YHL039W
P47099	sce:YJR028W
Q12425	sce:YPR067W
P25572	sce:YCL042W
P53878	sce:YNL181W
P40345	sce:YNR008W
Q03516	sce:YMR266W
Q06315	sce:YLR187W
Q04336	sce:YMR196W
Q08732	sce:YOR267C
P21734	sce:YDR177W
Q04311	sce:YDR049W
Q12040	sce:YOR283W
P38083	sce:YBR063C
P03874	sce:YHL038C
P40098	sce:YER182W
Q04922	sce:YDR219C
Q08412	sce:YOR042W
P34247	sce:YKL099C
Q04500	sce:YML093W
P48237	sce:YGR150C
P46951	sce:YGR198W
P35732	sce:YKL054C
P47108	sce:YJR041C
P18408	sce:YPR167C
P38850	sce:YHR154W
P35172	sce:YBR001C
P06633	sce:YOR202W
P40968	sce:YDR364C
P53063	sce:YGL246C
P36142	sce:YKR051W
P53199	sce:YGL001C
P32357	sce:YBL074C
P30777	sce:YGL142C
P43590	sce:YFR006W
P22136	sce:YMR282C
Q07979	sce:YLR033W
Q03713	sce:YML030W
P32190	sce:YHL032C
P15624	sce:YLR060W
P25616	sce:YCR015C
Q04632	sce:YML071C
P36523	sce:YLR312W-A
P38158	sce:YBR299W
P34756	sce:YFR019W
P27929	sce:YNL137C
P42847	sce:YNL306W
P32388	sce:YKL167C
P53166	sce:YGL064C
Q03201	sce:YDR041W
Q12386	sce:YOR141C
P37898	sce:YHR047C
P38336	sce:YBR257W
P53218	sce:YGR030C
P32377	sce:YNR043W
P38255	sce:YBR095C
Q12496	sce:YOL098C
Q12109	sce:YOL097C
Q04007	sce:YDR186C
P39986	sce:YEL031W
Q99177	sce:YPR057W
P32288	sce:YPR035W
P33336	sce:YGR143W
P47139	sce:YJR098C
P36152	sce:YKR071C
P33302	sce:YOR153W
P39713	sce:YAL061W
Q08822	sce:YOR356W
P32459	sce:YIR032C
Q12301	sce:YDL180W
P0C0W9	sce:YPR102C
P50082	sce:YGR225W
P04456	sce:YOL127W
P12887	sce:YML021C
P00420	sce:Q0275
P41817	sce:YPL177C
Q07913	sce:YLR007W
P32785	sce:YBL013W
P39980	sce:YEL065W
P40489	sce:YIL101C
P36158	sce:YKR078W
Q12231	sce:YDR316W-A
Q12231	sce:YER159C-A
Q12231	sce:YGR161C-C
Q12231	sce:YMR051C
P08067	sce:YEL024W
P40550	sce:YIL013C
O13559	sce:YLR466W
P05759	sce:YLR167W
P53906	sce:YNL146W
P30605	sce:YDR497C
P25596	sce:YCL073C
Q04182	sce:YDR406W
P33303	sce:YJR095W
P38604	sce:YHR072W
P25360	sce:YCR037C
P20048	sce:YMR013C
P47185	sce:YJR158W
P10566	sce:YJL133W
P39542	sce:YJL193W
Q12119	sce:YER060W-A
P38069	sce:YBR015C
P40004	sce:YEL004W
Q07788	sce:YDL248W
P13586	sce:YGL167C
P53756	sce:YNR070W
P12685	sce:YJL129C
Q04895	sce:YIR028W
P36035	sce:YKL217W
P46996	sce:YJL163C
P15365	sce:YJR152W
P53822	sce:YNL336W
P40351	sce:YOR067C
Q12375	sce:YOR130C
Q12042	sce:YPL162C
P53134	sce:YGL114W
Q06163	sce:YLR318W
P47111	sce:YJR044C
Q07791	sce:YDR261W-B
Q03266	sce:YMR289W
Q12331	sce:YDR262W
Q99195	sce:YFL002W-B
Q99195	sce:YGR161W-A
P38317	sce:YBR219C
P0C2H9	sce:YLR406C
Q06143	sce:YLR348C
Q12205	sce:YLR057W
P40207	sce:YMR134W
P32344	sce:YLR204W
Q12273	sce:YOL103W-B
Q12414	sce:YPL257W-B
P25377	sce:YCR105W
P33748	sce:YMR037C
P33309	sce:YNL001W
P08459	sce:YDR522C
Q12355	sce:YDR055W
Q3E7C1	sce:YDR079C-A
P31386	sce:YAL020C
Q3E829	sce:YDL160C-A
Q03281	sce:YDR458C
P47112	sce:YJR046W
P53073	sce:YGL231C
P36105	sce:YKL006W
P04838	sce:YLR167W
P04838	sce:YLL039C
P04838	sce:YIL148W
P04838	sce:YKR094C
P04838	cne:CNA03330
Q99325	sce:YOR152C
Q08230	sce:YOL071W
